emp_no,title,last_name,first_name,to_date
80207,Staff,Matzov,Yifei,9999-01-01
12489,Senior Engineer,Munck,Arnould,9999-01-01
90342,Staff,Koshiba,King,9999-01-01
41746,Engineer,Greenaway,Zita,9999-01-01
419293,Staff,Noriega,Perla,9999-01-01
493715,Engineer,Binding,Dipayan,9999-01-01
437348,Engineer,Emden,Deborah,9999-01-01
489467,Engineer,Hofman,Fumino,9999-01-01
491253,Senior Engineer,Pfau,Duro,9999-01-01
427177,Assistant Engineer,Rosch,Moto,9999-01-01
53475,Senior Staff,Selenyi,Malu,9999-01-01
469894,Senior Engineer,Pargas,Fumiyo,9999-01-01
86575,Staff,Sinitsyn,Berthier,9999-01-01
468185,Engineer,Pietracaprina,Nakhoon,9999-01-01
19758,Engineer,Birdsall,Rildo,9999-01-01
61650,Senior Engineer,Linnainmaa,Vitaly,9999-01-01
263551,Staff,Uhrik,KayLiang,9999-01-01
492337,Staff,Junet,Greger,9999-01-01
204784,Senior Staff,Manders,Elvia,9999-01-01
31119,Engineer,Menhardt,Yishay,9999-01-01
423399,Senior Staff,Falck,Gina,9999-01-01
465199,Senior Engineer,Plotkin,Wojceich,9999-01-01
428476,Senior Engineer,Jakobus,Zvonko,9999-01-01
40946,Assistant Engineer,Mahmud,Fumitake,9999-01-01
91270,Engineer,Hiraishi,Xiahua,9999-01-01
27687,Senior Engineer,Baumann,Ronghao,9999-01-01
60960,Senior Engineer,Flowers,Chikara,9999-01-01
298205,Staff,Shackell,Chrisa,9999-01-01
232338,Senior Staff,Mahnke,Genta,9999-01-01
462289,Senior Engineer,Adachi,Kenroku,9999-01-01
78618,Engineer,Peres,Teiji,9999-01-01
22904,Assistant Engineer,Azulay,Irene,9999-01-01
415032,Senior Staff,Kropf,Sarita,9999-01-01
299704,Senior Engineer,Schmittgen,Zhilian,9999-01-01
202449,Senior Engineer,Baezner,Susumu,9999-01-01
202669,Technique Leader,Chiodo,Percy,9999-01-01
255641,Technique Leader,Bahi,Randy,9999-01-01
16539,Senior Engineer,Fetvedt,Gretta,9999-01-01
456688,Engineer,Apsitis,Petter,9999-01-01
486549,Engineer,Quadeer,Morris,9999-01-01
85489,Senior Staff,Zwicker,Adas,9999-01-01
62859,Senior Engineer,Wolniewicz,Bernt,9999-01-01
295651,Senior Staff,Coombs,Adil,9999-01-01
275865,Senior Engineer,Fritzsche,Joydip,9999-01-01
463978,Senior Engineer,Pillow,Pasqua,9999-01-01
235775,Staff,Driscoll,Chriss,9999-01-01
109181,Senior Staff,Lally,Rildo,9999-01-01
51909,Staff,Honglei,Baocai,9999-01-01
482654,Engineer,Iisaka,Lokesh,9999-01-01
95746,Senior Staff,Rodham,Piyawadee,9999-01-01
462407,Senior Staff,Motley,Sastry,9999-01-01
419065,Staff,Manderick,Arvind,9999-01-01
414475,Senior Engineer,Marrakchi,Caolyn,9999-01-01
88378,Senior Engineer,Rodier,Shaz,9999-01-01
254647,Staff,Muntz,Irene,9999-01-01
499764,Staff,Peir,Zengping,9999-01-01
404449,Engineer,Schnelling,Xiaoqiu,9999-01-01
251493,Assistant Engineer,Rosen,Lein,9999-01-01
217188,Staff,Bach,Leszek,9999-01-01
427086,Engineer,Vecchi,Xiaoshan,9999-01-01
30351,Senior Staff,Blokdijk,Djenana,9999-01-01
473715,Senior Staff,Bultermann,Kwangho,9999-01-01
420547,Senior Staff,Ashish,Danae,9999-01-01
23835,Staff,Hennings,Yoshinari,9999-01-01
471970,Senior Staff,Demos,Lalit,9999-01-01
420092,Engineer,Impagliazzo,Prodip,9999-01-01
422229,Senior Engineer,Kawashima,Subbu,9999-01-01
492755,Engineer,Hartvigsen,Jinpo,9999-01-01
470391,Senior Engineer,Baezner,Eishiro,9999-01-01
446894,Staff,Rousseau,Heather,9999-01-01
494234,Engineer,Stafford,Randi,9999-01-01
438578,Engineer,Ruther,Xiaobin,9999-01-01
404351,Senior Engineer,Erni,Rosalyn,9999-01-01
203831,Senior Engineer,Angot,Arunachalam,9999-01-01
489972,Senior Engineer,Selenyi,Sivanarayana,9999-01-01
64657,Engineer,Duclos,Jianhui,9999-01-01
18833,Senior Engineer,Majewski,Roded,9999-01-01
58201,Engineer,Bashian,Willard,9999-01-01
18581,Staff,Ranai,Mitsuyuki,9999-01-01
456736,Staff,Pettit,Anoosh,9999-01-01
58027,Engineer,Luef,Yakkov,9999-01-01
103419,Engineer,Pettit,Marjo,9999-01-01
413836,Senior Staff,Collette,Hironobu,9999-01-01
35138,Engineer,Boreale,Susuma,9999-01-01
83849,Engineer,Schwartzburd,Shaleah,9999-01-01
254882,Staff,Bondorf,Arunas,9999-01-01
234813,Senior Engineer,Tagansky,Dietrich,9999-01-01
460135,Senior Staff,Kuzuoka,Hirochika,9999-01-01
295943,Staff,Merkl,Jackson,9999-01-01
434758,Staff,Tzvieli,Alair,9999-01-01
474194,Engineer,Iisaka,Ult,9999-01-01
210287,Engineer,Krohm,Shushma,9999-01-01
285106,Engineer,Siepmann,Cedric,9999-01-01
31858,Staff,Benantar,Geoffrey,9999-01-01
470550,Engineer,Perng,Uno,9999-01-01
85015,Staff,Lipner,Lijia,9999-01-01
467818,Engineer,Glinert,Radhia,9999-01-01
268386,Senior Engineer,Bardell,Jiong,9999-01-01
266082,Senior Engineer,Cichocki,Randi,9999-01-01
13302,Engineer,Alencar,Mack,9999-01-01
438050,Engineer,Waterhouse,Foong,9999-01-01
287687,Engineer,Genin,Francoise,9999-01-01
474657,Engineer,Rothe,Bodo,9999-01-01
460304,Engineer,Rosin,Van,9999-01-01
47690,Senior Staff,Mayerwieser,Khue,9999-01-01
270510,Senior Engineer,Bazelow,Claude,9999-01-01
458525,Staff,Angiulli,Amstein,9999-01-01
38760,Staff,Schwartzbauer,Tristan,9999-01-01
63738,Engineer,Ohori,Yunming,9999-01-01
439125,Senior Staff,Luff,Nahid,9999-01-01
416575,Technique Leader,Olano,Shai,9999-01-01
28345,Senior Staff,Seghrouchni,Tamiya,9999-01-01
207198,Senior Engineer,Heystek,Shahaf,9999-01-01
54775,Senior Staff,Emden,Chinya,9999-01-01
71871,Staff,Molenkamp,Kien,9999-01-01
275504,Engineer,Bahi,Aluzio,9999-01-01
62205,Staff,Brlek,Vitaly,9999-01-01
91270,Assistant Engineer,Hiraishi,Xiahua,9999-01-01
426995,Senior Staff,Spelt,Rasikan,9999-01-01
31326,Senior Engineer,Conta,Tesuya,9999-01-01
23857,Engineer,Frijda,Kristen,9999-01-01
462132,Engineer,Gronowski,Phule,9999-01-01
431834,Staff,Delgrange,Martins,9999-01-01
83294,Technique Leader,Petersohn,Gudjon,9999-01-01
229368,Staff,Marrevee,Chuanti,9999-01-01
60263,Engineer,Perng,Barun,9999-01-01
109966,Senior Staff,Valette,Khatoun,9999-01-01
40008,Senior Staff,Nittel,Yucai,9999-01-01
23196,Senior Staff,Cheshire,Sahrah,9999-01-01
401425,Senior Staff,Narahara,Leah,9999-01-01
239729,Senior Staff,Rousseau,Lijie,9999-01-01
96161,Senior Engineer,Riesenhuber,Hugh,9999-01-01
39375,Staff,Schurmann,Yagil,9999-01-01
53165,Staff,Feldmann,Woody,9999-01-01
35451,Staff,Naudin,Jinya,9999-01-01
484403,Engineer,Minakawa,Arnould,9999-01-01
37948,Staff,Zykh,Jayson,9999-01-01
401085,Senior Engineer,Brobst,Weiye,9999-01-01
494100,Senior Engineer,Riesenhuber,Morrie,9999-01-01
271380,Senior Engineer,Dahlbom,LiMin,9999-01-01
254464,Senior Staff,Matteis,Kazuhito,9999-01-01
22917,Engineer,Pfau,Adas,9999-01-01
413985,Senior Staff,Coombs,Neelam,9999-01-01
105485,Technique Leader,Danner,Magy,9999-01-01
62964,Engineer,Schach,Duro,9999-01-01
421940,Senior Staff,Covnot,Marek,9999-01-01
201956,Engineer,Biron,Kazuhito,9999-01-01
487108,Senior Engineer,Brendel,Souichi,9999-01-01
61180,Engineer,Sullins,Nathalie,9999-01-01
468043,Engineer,Pappas,Mohamadou,9999-01-01
74950,Technique Leader,Trelles,Weidon,9999-01-01
412602,Engineer,Akiyama,Kasidit,9999-01-01
257652,Staff,Kirkerud,Naftaly,9999-01-01
27325,Engineer,Baer,Kauko,9999-01-01
264994,Senior Staff,Brender,Gou,9999-01-01
287518,Senior Staff,McConalogue,Chinhyun,9999-01-01
481775,Senior Engineer,Hartvigsen,Gao,9999-01-01
482789,Staff,Marsiglia,Theron,9999-01-01
15788,Senior Engineer,Deyuan,Taegyun,9999-01-01
436077,Staff,Macedo,Mabo,9999-01-01
433381,Senior Staff,Heering,Nakhoon,9999-01-01
292093,Staff,Papsdorf,Yurij,9999-01-01
422184,Technique Leader,Vesel,Changho,9999-01-01
102765,Senior Staff,Lipner,Arnould,9999-01-01
93344,Senior Staff,Escriba,Bernardo,9999-01-01
291734,Senior Staff,Heinisuo,Serge,9999-01-01
225315,Engineer,Choobineh,Piyawadee,9999-01-01
487373,Engineer,Huxford,Ingmar,9999-01-01
431062,Senior Staff,Magalhaes,Chikara,9999-01-01
10453,Staff,Matzel,Tsvetan,9999-01-01
252457,Senior Engineer,Pell,Luigi,9999-01-01
493199,Engineer,Gist,Gila,9999-01-01
242470,Assistant Engineer,Constantine,Tse,9999-01-01
434560,Senior Staff,Petereit,Gudjon,9999-01-01
210413,Senior Staff,Uehara,Idoia,9999-01-01
466095,Technique Leader,Stemann,Candido,9999-01-01
227399,Staff,Champarnaud,Gregory,9999-01-01
27381,Engineer,Ambroszkiewicz,Eirik,9999-01-01
269924,Staff,Berstel,Francoise,9999-01-01
61177,Engineer,Bednarek,Somnath,9999-01-01
498068,Senior Engineer,Mitzlaff,Tonia,9999-01-01
83875,Senior Staff,Herber,Neelam,9999-01-01
452928,Staff,Bondorf,Etsuo,9999-01-01
15066,Senior Engineer,Oaver,Tomokazu,9999-01-01
64598,Technique Leader,Kavanagh,Chrisa,9999-01-01
254343,Engineer,Lenart,Masamitsu,9999-01-01
208082,Senior Staff,Ozeki,Giap,9999-01-01
424700,Senior Engineer,Kossowski,Dietrich,9999-01-01
417460,Senior Engineer,Schwaller,Stafford,9999-01-01
83448,Senior Staff,Polajnar,Heping,9999-01-01
79839,Engineer,Bolotov,Khue,9999-01-01
15269,Senior Engineer,Reghbati,Eric,9999-01-01
485369,Staff,Schonegge,Hyuckchul,9999-01-01
223352,Senior Engineer,Milicic,Jeanna,9999-01-01
422995,Senior Staff,Pezzoli,Gro,9999-01-01
291123,Staff,Remmele,Hyuckchul,9999-01-01
425575,Senior Engineer,Schahn,Eldridge,9999-01-01
37720,Senior Engineer,Samarati,True,9999-01-01
83035,Technique Leader,Lamparter,Mart,9999-01-01
83304,Senior Staff,Pocchiola,Lenore,9999-01-01
400372,Staff,Albarhamtoshy,Henk,9999-01-01
485640,Senior Staff,Rosiles,Fei,9999-01-01
109851,Staff,Spell,Heping,9999-01-01
427346,Staff,Kropf,Denis,9999-01-01
49902,Senior Engineer,Hiroyama,Hairong,9999-01-01
91932,Engineer,Crooks,Zhenhua,9999-01-01
403320,Engineer,Sidou,Parke,9999-01-01
261362,Staff,Emiris,Zdislav,9999-01-01
482355,Senior Engineer,Kulisch,Golgen,9999-01-01
437230,Staff,Erie,Theirry,9999-01-01
81592,Senior Staff,Rehfuss,Monique,9999-01-01
475817,Assistant Engineer,Stassinopoulos,Djelloul,9999-01-01
92898,Staff,Ghazalie,Gil,9999-01-01
266827,Senior Engineer,Gronowski,Udi,9999-01-01
210915,Engineer,Velasco,Mong,9999-01-01
59374,Senior Staff,Bardell,Zhaofang,9999-01-01
487677,Senior Engineer,Kilgour,Danny,9999-01-01
203117,Senior Staff,Mukaidono,Genki,9999-01-01
404870,Senior Staff,Dayang,Tua,9999-01-01
285015,Senior Engineer,Tetzlaff,Gudjon,9999-01-01
83336,Staff,Zongker,Ewing,9999-01-01
258822,Technique Leader,Pavlopoulou,Mizuhito,9999-01-01
84242,Staff,Panienski,Tremaine,9999-01-01
222369,Senior Staff,Mellouli,Mingsen,9999-01-01
228823,Engineer,Gimbel,Mayuko,9999-01-01
426782,Senior Staff,Steinauer,Genki,9999-01-01
406767,Engineer,Grabner,Ulises,9999-01-01
407964,Technique Leader,Pelz,Zdislav,9999-01-01
84720,Senior Staff,Champarnaud,Akemi,9999-01-01
415554,Senior Staff,Panienski,Goh,9999-01-01
42033,Technique Leader,Compeau,Reuven,9999-01-01
75643,Senior Engineer,Oberman,Chrisa,9999-01-01
51622,Senior Engineer,Casperson,Deniz,9999-01-01
22682,Engineer,Ananiadou,Kristina,9999-01-01
449621,Staff,Noriega,Ashish,9999-01-01
216230,Technique Leader,Kabayashi,Adib,9999-01-01
493681,Senior Engineer,Mersereau,Baocai,9999-01-01
298232,Senior Engineer,Keohane,Huai,9999-01-01
228152,Senior Staff,Lung,Sailaja,9999-01-01
64832,Senior Engineer,Emmerich,Boalin,9999-01-01
242152,Senior Staff,Hofmeyr,Pranay,9999-01-01
244361,Senior Staff,Flasterstein,Shuzo,9999-01-01
106383,Senior Staff,Denny,Yechezkel,9999-01-01
430316,Engineer,Ellozy,Otmar,9999-01-01
298601,Staff,Demir,Gro,9999-01-01
81755,Senior Staff,Beeson,Peer,9999-01-01
400208,Senior Engineer,Schwartzburd,Mrinalini,9999-01-01
104870,Staff,Peltason,Nectarios,9999-01-01
214779,Staff,Nitsche,Denis,9999-01-01
426739,Senior Staff,Sigstam,Chandrasekaran,9999-01-01
407956,Senior Staff,Kawashima,Yonghong,9999-01-01
276327,Senior Engineer,Kadhim,Lijie,9999-01-01
249410,Assistant Engineer,Comyn,Caolyn,9999-01-01
76536,Senior Engineer,Daescu,Mikhail,9999-01-01
84114,Senior Engineer,Naudin,Gaetan,9999-01-01
455840,Staff,Aumann,Naraig,9999-01-01
42788,Senior Engineer,Ouhyoung,Geoffrey,9999-01-01
271255,Senior Engineer,Kusakabe,Shahid,9999-01-01
97104,Engineer,Ashish,Chiranjit,9999-01-01
45552,Senior Staff,Albarhamtoshy,Aloys,9999-01-01
407730,Staff,Vilarrasa,Marlo,9999-01-01
50891,Senior Staff,Suermann,Guenter,9999-01-01
438947,Staff,Stranks,Vasilis,9999-01-01
20548,Senior Staff,Bugrara,Edwin,9999-01-01
95992,Senior Engineer,Jenevein,Hirochika,9999-01-01
480801,Senior Engineer,Benveniste,Maren,9999-01-01
233940,Senior Engineer,Khalil,Visit,9999-01-01
28394,Senior Staff,Emiris,Gaetan,9999-01-01
471183,Technique Leader,Trumbly,Remco,9999-01-01
41612,Technique Leader,Provine,Mariangiola,9999-01-01
403806,Senior Engineer,Piveteau,Phillip,9999-01-01
278396,Senior Staff,Marakhovsky,Xianlong,9999-01-01
236764,Senior Staff,Ulupinar,Ibibia,9999-01-01
434809,Engineer,Peres,Stamatina,9999-01-01
410456,Senior Staff,Dalton,Uno,9999-01-01
490331,Senior Staff,Peris,Zito,9999-01-01
249222,Engineer,Srimani,Sverrir,9999-01-01
268919,Senior Engineer,Rosin,Shay,9999-01-01
268615,Senior Staff,Koshiba,Lansing,9999-01-01
407991,Staff,Redmiles,Marco,9999-01-01
256993,Engineer,Laurillard,Martijn,9999-01-01
212268,Senior Engineer,Asser,Stamatina,9999-01-01
210160,Senior Engineer,Trelles,Byong,9999-01-01
228861,Senior Staff,Siksek,KayLiang,9999-01-01
269049,Senior Engineer,Furudate,Felicidad,9999-01-01
224166,Senior Engineer,Baaz,Mary,9999-01-01
35592,Senior Engineer,Chleq,Arun,9999-01-01
409460,Senior Staff,Bojadziev,Aruna,9999-01-01
215008,Senior Engineer,Alpin,Mechthild,9999-01-01
260331,Senior Staff,Matteis,Niteen,9999-01-01
246692,Senior Staff,Conti,Lansing,9999-01-01
281293,Senior Staff,Bednarek,Chikara,9999-01-01
99161,Senior Engineer,Heyers,Ramya,9999-01-01
270634,Senior Engineer,Vakili,Akeel,9999-01-01
479598,Engineer,Dayang,Uriel,9999-01-01
271847,Staff,Takanami,Valdiodio,9999-01-01
65372,Engineer,Lenart,Amalendu,9999-01-01
63728,Engineer,Steenbeek,Haldon,9999-01-01
279300,Engineer,Bondorf,Tomokazu,9999-01-01
494963,Senior Staff,Iisaka,Shugo,9999-01-01
32499,Engineer,Hellwagner,Jouko,9999-01-01
490226,Staff,Syang,Kristinn,9999-01-01
489257,Staff,Rissanen,Premal,9999-01-01
448054,Engineer,Imataki,Franziska,9999-01-01
484914,Engineer,Crelier,Weijing,9999-01-01
62566,Senior Staff,Lipner,Giap,9999-01-01
103591,Staff,Vakili,Moni,9999-01-01
265789,Staff,Besselaar,Tsutomu,9999-01-01
10924,Senior Staff,Atchley,Hironoby,9999-01-01
86211,Engineer,Vanwelkenhuysen,Shih,9999-01-01
297515,Senior Engineer,Erni,Florina,9999-01-01
102778,Senior Engineer,Mitchem,Bernice,9999-01-01
108218,Senior Engineer,Piveteau,Akeel,9999-01-01
472268,Staff,Lemarechal,Satoru,9999-01-01
484980,Senior Engineer,Montresor,Dulce,9999-01-01
480828,Senior Staff,Dayang,Bernt,9999-01-01
210212,Senior Staff,Vitiello,Jongsuk,9999-01-01
403406,Senior Engineer,Hammerschmidt,Monique,9999-01-01
64782,Engineer,Sommer,Bluma,9999-01-01
59581,Senior Engineer,Swab,Mani,9999-01-01
458561,Staff,Glowinski,Percy,9999-01-01
283382,Senior Engineer,Kleiser,Guozhong,9999-01-01
45599,Senior Engineer,Harnett,Ronnie,9999-01-01
73237,Senior Staff,Bonifati,Sanjoy,9999-01-01
472066,Assistant Engineer,Schurmann,Hugo,9999-01-01
422046,Senior Engineer,Parfitt,Kyoichi,9999-01-01
498447,Senior Engineer,Werthner,Naftaly,9999-01-01
417365,Staff,Roccetti,Shuzo,9999-01-01
205244,Senior Staff,Heuter,Yonghoan,9999-01-01
77768,Engineer,Picel,Tokuyasu,9999-01-01
105810,Senior Engineer,Shihab,Subhankar,9999-01-01
218796,Senior Engineer,Thiria,Elzbieta,9999-01-01
220224,Engineer,Zykh,Tua,9999-01-01
208833,Engineer,Remmele,Bojan,9999-01-01
497374,Staff,Miculan,Qunsheng,9999-01-01
271549,Senior Staff,Schauser,Bartek,9999-01-01
80223,Engineer,Einsfeld,Sadegh,9999-01-01
13134,Senior Engineer,Chepyzhov,Lorien,9999-01-01
402017,Engineer,Saoudi,Phuoc,9999-01-01
26470,Engineer,Danley,Toshimi,9999-01-01
290995,Technique Leader,Bugrara,Siddarth,9999-01-01
69987,Staff,Collette,Shem,9999-01-01
70720,Senior Staff,Denny,Hidefumi,9999-01-01
12940,Senior Engineer,Farrar,Odinaldo,9999-01-01
57882,Staff,Bressoud,Marsal,9999-01-01
45269,Staff,Avouris,Arve,9999-01-01
268219,Engineer,Khamsi,Marsha,9999-01-01
226919,Senior Staff,Rehfuss,Adamantios,9999-01-01
95867,Staff,Meszaros,Shakhar,9999-01-01
491219,Engineer,Gide,Henk,9999-01-01
458494,Senior Staff,Jeong,Sukumar,9999-01-01
38400,Engineer,Ponthieu,Jaber,9999-01-01
12773,Engineer,Lovengreen,Jenwei,9999-01-01
444203,Senior Engineer,Stassinopoulos,Parke,9999-01-01
258555,Senior Engineer,Nyrup,Uwe,9999-01-01
210010,Engineer,Linnainmaa,Youssef,9999-01-01
22012,Senior Engineer,Armand,DeForest,9999-01-01
435442,Senior Engineer,Shimshoni,Yinghua,9999-01-01
299601,Staff,Hanabata,Keung,9999-01-01
259629,Staff,Yemenis,Sergi,9999-01-01
493453,Engineer,Waleschkowski,Fai,9999-01-01
411137,Engineer,Levasseur,Nadjib,9999-01-01
284905,Engineer,Koshino,Bingning,9999-01-01
415015,Engineer,Pokrovskii,Anyuan,9999-01-01
269423,Senior Engineer,Kolinko,Sajjad,9999-01-01
222375,Engineer,Rajcani,Somnath,9999-01-01
74922,Assistant Engineer,Milicic,Etsuo,9999-01-01
408904,Senior Engineer,Karner,Fabrizio,9999-01-01
229810,Senior Engineer,Attimonelli,Katsuo,9999-01-01
238155,Engineer,Nittel,Adil,9999-01-01
430149,Staff,Luon,Gill,9999-01-01
31286,Senior Engineer,Magliocco,Marsha,9999-01-01
276650,Senior Engineer,Yeung,Itzchak,9999-01-01
237480,Senior Engineer,Ranai,Achilleas,9999-01-01
76899,Engineer,Comte,Hongzhu,9999-01-01
422665,Senior Staff,Edelhoff,Arunachalam,9999-01-01
226398,Senior Engineer,Copas,Girolamo,9999-01-01
94658,Senior Staff,Kaelbling,Basil,9999-01-01
413441,Senior Staff,Koshiba,Fumiko,9999-01-01
109902,Senior Staff,Terlouw,Kersti,9999-01-01
20189,Senior Engineer,Nanard,Mark,9999-01-01
468465,Staff,McDermid,Yuping,9999-01-01
283337,Senior Engineer,Bernatsky,True,9999-01-01
236848,Senior Engineer,Marwedel,Vincent,9999-01-01
420160,Senior Engineer,Ruther,Berhard,9999-01-01
282126,Senior Engineer,Ginesta,Sungwon,9999-01-01
51218,Staff,Frijda,Shir,9999-01-01
27528,Technique Leader,Baranowski,Martijn,9999-01-01
288138,Staff,Tetzlaff,Iara,9999-01-01
74286,Senior Engineer,Bugaenko,Ramya,9999-01-01
69732,Staff,Maraist,Vitaly,9999-01-01
445840,Staff,Czaja,Marko,9999-01-01
420682,Senior Engineer,Krohn,Yurij,9999-01-01
498639,Technique Leader,Zastre,Bojan,9999-01-01
200116,Senior Staff,Nivat,Eben,9999-01-01
45142,Engineer,Rehfuss,Perla,9999-01-01
471960,Senior Engineer,Cooley,Junichi,9999-01-01
271537,Engineer,Tiemann,Gio,9999-01-01
264830,Staff,Denti,Heng,9999-01-01
455496,Senior Staff,Schaap,Kasidit,9999-01-01
416758,Senior Staff,Qiwen,Subhankar,9999-01-01
249355,Staff,Kalafatis,Manu,9999-01-01
100172,Senior Staff,Kranzdorf,Selwyn,9999-01-01
24559,Senior Engineer,Zeleznik,Armond,9999-01-01
459551,Senior Staff,Jervis,Amalendu,9999-01-01
225170,Engineer,Waschkowski,Kersti,9999-01-01
481228,Senior Staff,Cochrane,Vishv,9999-01-01
66828,Engineer,Narahara,Frederique,9999-01-01
481975,Senior Staff,Gruenwald,Dayanand,9999-01-01
206368,Engineer,Azadmanesh,Kamakshi,9999-01-01
65490,Senior Engineer,Wixon,Xiaobin,9999-01-01
58524,Senior Engineer,Sidhu,Jaideep,9999-01-01
414097,Senior Staff,Krychniak,Piyawadee,9999-01-01
67994,Engineer,Paludetto,Hatim,9999-01-01
267793,Engineer,Heydon,Guther,9999-01-01
413671,Senior Staff,Moehrke,Aral,9999-01-01
274913,Engineer,Ishibashi,Dmitry,9999-01-01
54527,Engineer,Lorch,Leszek,9999-01-01
476086,Engineer,Broder,Shaleah,9999-01-01
278260,Engineer,Diderrich,Ravishankar,9999-01-01
423693,Staff,Zweizig,Randi,9999-01-01
253003,Senior Engineer,Lambe,Yannik,9999-01-01
425716,Assistant Engineer,Merro,Khatoun,9999-01-01
419293,Senior Staff,Noriega,Perla,9999-01-01
210160,Engineer,Trelles,Byong,9999-01-01
442960,Engineer,Huttel,Marsha,9999-01-01
269394,Assistant Engineer,Noriega,Teiji,9999-01-01
39087,Engineer,Luders,Marin,9999-01-01
31404,Assistant Engineer,Narlikar,Gererd,9999-01-01
26750,Senior Staff,Denis,Baziley,9999-01-01
260393,Senior Engineer,Matheson,Jongsuk,9999-01-01
83304,Staff,Pocchiola,Lenore,9999-01-01
261073,Senior Engineer,Wilfing,Carrsten,9999-01-01
46305,Engineer,Lamba,Yakichi,9999-01-01
264800,Staff,Collavizza,Ymte,9999-01-01
234495,Engineer,Ferriere,Zdislav,9999-01-01
404493,Engineer,Ranta,Tadahiko,9999-01-01
442265,Staff,Navazio,Christophe,9999-01-01
420661,Staff,Speckmann,Bowen,9999-01-01
78779,Assistant Engineer,Warwick,Xuejun,9999-01-01
414218,Senior Engineer,Kusakari,Shugo,9999-01-01
296825,Senior Engineer,Iivonen,Hongzue,9999-01-01
280598,Staff,Lovengreen,Takanari,9999-01-01
498517,Engineer,Hanabata,Joydip,9999-01-01
221167,Senior Engineer,Meszaros,Yishay,9999-01-01
443195,Engineer,Bratten,Manton,9999-01-01
282789,Engineer,Kragelund,Sudhanshu,9999-01-01
224701,Engineer,Vakili,Keung,9999-01-01
427165,Senior Engineer,Radhakrishnan,Toong,9999-01-01
92563,Senior Engineer,Ranze,Kensyu,9999-01-01
35089,Senior Engineer,Lanzelotte,Paris,9999-01-01
24775,Staff,Spelt,Ziyad,9999-01-01
61753,Senior Engineer,Levergood,Pantung,9999-01-01
233250,Staff,Hoogerwoord,Jayson,9999-01-01
276786,Staff,Domenig,Arvind,9999-01-01
282753,Senior Staff,Ghandeharizadeh,Tonia,9999-01-01
214984,Senior Staff,Yurov,Tomofumi,9999-01-01
62103,Staff,Reinhart,Pranas,9999-01-01
290911,Engineer,Zolotykh,Dinah,9999-01-01
88403,Staff,Ramaiah,Nigel,9999-01-01
33655,Technique Leader,Lovengreen,Zvonko,9999-01-01
78777,Senior Engineer,Henders,Goetz,9999-01-01
250418,Staff,Cools,Yannis,9999-01-01
248860,Engineer,Carrere,Sreenivas,9999-01-01
268075,Senior Staff,Harllee,Jongsuk,9999-01-01
227517,Staff,Rathonyi,Aria,9999-01-01
22812,Staff,Kemmerer,Weiru,9999-01-01
98060,Senior Staff,Speckmann,Tzvetan,9999-01-01
30577,Engineer,Rosaz,JoAnna,9999-01-01
68673,Engineer,Bale,Elvia,9999-01-01
497760,Senior Staff,Iwayama,Indrajit,9999-01-01
82751,Engineer,Haumacher,Nirmal,9999-01-01
29812,Engineer,Gimarc,Yefim,9999-01-01
445772,Senior Engineer,Oehlmann,Tuval,9999-01-01
16086,Engineer,Denos,Mohammad,9999-01-01
205592,Staff,Weisert,Houman,9999-01-01
62926,Senior Engineer,Schoegge,Lillian,9999-01-01
58523,Engineer,Bazelow,Prasadram,9999-01-01
30209,Staff,Aloisi,Yannis,9999-01-01
85344,Senior Staff,Dayana,Owen,9999-01-01
433966,Senior Engineer,Bruckman,Yannik,9999-01-01
111534,Senior Staff,Kambil,Hilary,9999-01-01
88914,Senior Engineer,Ozeki,Masali,9999-01-01
214252,Staff,Granlund,Katsuo,9999-01-01
75717,Engineer,Schach,Waiman,9999-01-01
468280,Engineer,Ernst,Prasadram,9999-01-01
48405,Assistant Engineer,Gustavson,Mona,9999-01-01
456111,Senior Staff,Legleitner,Vincent,9999-01-01
490653,Engineer,Zwicker,Patricio,9999-01-01
70180,Staff,Cichocki,Renee,9999-01-01
52698,Engineer,Mersereau,Magdalena,9999-01-01
40517,Senior Engineer,Mattern,Hironoby,9999-01-01
466662,Staff,Buescher,Bojan,9999-01-01
408523,Senior Engineer,Barreiro,Shan,9999-01-01
237134,Staff,Aloisi,Nitsan,9999-01-01
489663,Staff,Koblick,Troy,9999-01-01
91348,Staff,Muchinsky,Basim,9999-01-01
73868,Senior Engineer,Goodrum,Moon,9999-01-01
273945,Senior Staff,Rijckaert,Aruna,9999-01-01
461102,Staff,Bhattacharjee,Zengping,9999-01-01
226733,Engineer,Pezzoli,Taizo,9999-01-01
440507,Senior Engineer,Yamaashi,Ramalingam,9999-01-01
467410,Staff,Chaudhuri,Zdislav,9999-01-01
286219,Senior Staff,Rehfuss,Gita,9999-01-01
224818,Staff,Rosis,Zhensheng,9999-01-01
78561,Senior Engineer,Birke,Perry,9999-01-01
498451,Engineer,Hasenauer,Sukumar,9999-01-01
293351,Staff,Desikan,Marjo,9999-01-01
482555,Senior Staff,Mansanne,Hyuncheol,9999-01-01
70311,Senior Staff,Kugler,Abdelaziz,9999-01-01
210126,Engineer,Hartvigsen,Goa,9999-01-01
77394,Engineer,Wielonsky,Mary,9999-01-01
293479,Senior Staff,Kriebel,Shigeo,9999-01-01
84407,Staff,Plessier,Chaoyi,9999-01-01
408272,Senior Staff,Lanzelotte,Stabislas,9999-01-01
